SubjectID,WhichTask,Sequenz,Word,KeyName,RT,Condition,Correct,AnswerType,d_e_sw,e_d_sw,Trigger_Sent,Word_Pseudoword,Language,Test
CU5,switch,P,Scrashle,RightArrow,1.44428706169128,nsw_p_p,1,p_p_crj,NaN,NaN,319,2,3,2
CU5,switch,D,Trommel,LeftArrow,0.809084177017212,nsw_p_d,1,p_d_hit,NaN,NaN,317,1,1,2
CU5,switch,E,Cornet,LeftArrow,0.885671138763428,sw_d_e,1,d_e_hit,1,NaN,312,1,2,2
CU5,switch,P,Senlau,RightArrow,1.1983208656311,nsw_e_p,1,e_p_crj,NaN,NaN,316,2,3,2
CU5,switch,P,Bautin,RightArrow,1.11345887184143,nsw_p_p,1,p_p_crj,NaN,NaN,319,2,3,2
CU5,switch,E,Rabbit,LeftArrow,0.795008182525635,nsw_p_e,1,p_e_hit,NaN,NaN,318,1,2,2
CU5,switch,E,Upbeat,LeftArrow,0.780112028121948,nsw_e_e,1,e_e_hit,NaN,NaN,315,1,2,2
CU5,switch,P,Weuka,RightArrow,0.730782032012939,nsw_e_p,1,e_p_crj,NaN,NaN,316,2,3,2
CU5,switch,D,Hummel,LeftArrow,0.598797082901001,nsw_p_d,1,p_d_hit,NaN,NaN,317,1,1,2
CU5,switch,P,Sonchain,RightArrow,0.954887866973877,nsw_d_p,1,d_p_crj,NaN,NaN,313,2,3,2
CU5,switch,E,Ankle,LeftArrow,0.779556035995483,nsw_p_e,1,p_e_hit,NaN,NaN,318,1,2,2
CU5,switch,D,Fenchel,LeftArrow,0.770174026489258,sw_e_d,1,e_d_hit,NaN,1,314,1,1,2
CU5,switch,D,Auto,LeftArrow,0.814280986785889,nsw_d_d,1,d_d_hit,NaN,NaN,311,1,1,2
CU5,switch,E,Candle,LeftArrow,0.638522148132324,sw_d_e,1,d_e_hit,1,NaN,312,1,2,2
CU5,switch,D,Zirkel,LeftArrow,0.8440260887146,sw_e_d,1,e_d_hit,NaN,1,314,1,1,2
CU5,switch,D,Eisen,LeftArrow,0.61208701133728,nsw_d_d,1,d_d_hit,NaN,NaN,311,1,1,2
CU5,switch,P,Zenschirr,RightArrow,0.89070200920105,nsw_d_p,1,d_p_crj,NaN,NaN,313,2,3,2
CU5,switch,D,Geige,LeftArrow,0.686721086502075,nsw_p_d,1,p_d_hit,NaN,NaN,317,1,1,2
CU5,switch,D,Geschirr,LeftArrow,0.589552164077759,nsw_d_d,1,d_d_hit,NaN,NaN,311,1,1,2
CU5,switch,E,Clinic,LeftArrow,0.622537136077881,sw_d_e,1,d_e_hit,1,NaN,312,1,2,2
CU5,switch,P,Copair,RightArrow,1.0538158416748,nsw_e_p,1,e_p_crj,NaN,NaN,316,2,3,2
CU5,switch,E,Carrot,LeftArrow,0.72118091583252,nsw_p_e,1,p_e_hit,NaN,NaN,318,1,2,2
