vpNames,peakLat,onset,offset,areaLat,mean,peakAmp,area,width,baseline,meanAmp
C27,0.262,0.192,0.31,0.258,-1.18588168823962,-3.56489439627179,-141.786007532468,0.118,-1.06946831888154,-2.36310012554113
C29,0.372,0.294,0.404,0.352,-0.59274269166549,-1.53828464398247,-67.3957104985628,0.11,-0.46148539319474,-1.20349483033148
C51,0.426,0.36,0.456,0.414,-0.955829771965235,-2.1084266744372,-70.2694503650298,0.096,-0.63252800233116,-1.43407041561285
C52,0.384,0.366,0.438,0.402,-0.0750787628554774,-0.914331970968236,-24.6827488530649,0.072,-0.274299591290471,-0.667101320353104
C53,0.3,0.272,0.52,0.378,-1.13384701701026,-1.88327672460031,-141.101375121175,0.248,-0.564983017380093,-1.1288110009694
C54,0.416,0.276,0.494,0.404,-1.76769813438962,-3.13696854132633,-223.742840485647,0.218,-0.941090562397899,-2.03402582259679
C56,0.302,0.264,0.45,0.33,-1.14280352925699,-2.06125649871266,-116.738981640881,0.186,-0.618376949613797,-1.24190406000937
C57,0.276,0.26,0.304,0.282,-0.112880548243218,-1.6359209248257,-26.6640666826394,0.044,-0.490776277447712,-1.15930724707128
C58,0.388,0.352,0.5,0.43,-0.194826366048969,-1.33741220863234,-77.6903915757176,0.148,-0.401223662589701,-1.03587188767623
C59,0.44,0.234,0.53,0.402,-2.27159458810557,-3.16356267564818,-340.340889035407,0.296,-0.949068802694453,-2.28416704050609
C60,0.346,0.322,0.372,0.348,-0.739895324161675,-2.30010481052971,-43.2174025718823,0.05,-0.690031443158913,-1.66220779122624
C61,0.404,0.392,0.462,0.416,0.669515283469098,-0.612985135831875,-12.9694350757425,0.07,-0.183895540749563,-0.360262085437291
C62,0.39,0.338,0.488,0.412,-0.715146743837582,-2.21843670042992,-126.144170502336,0.15,-0.665531010128976,-1.659791717136
C63,0.39,0.322,0.512,0.416,-1.18224651037057,-3.2672185625015,-230.3559368975,0.19,-0.980165568750452,-2.39954100934896
C64,0.33,0.264,0.458,0.36,-1.32862159630538,-2.06352991668703,-135.862359475104,0.194,-0.61905897500611,-1.38635060688881
C65,0.398,0.362,0.428,0.394,0.519058169831572,-0.681986103155509,-18.3197594421824,0.066,-0.204595830946653,-0.538816454181835
C66,0.44,0.4,0.5,0.444,0.324918413226851,-2.35938390010929,-79.2900605262326,0.1,-0.707815170032786,-1.55470706914182
C67,0.376,0.336,0.462,0.39,-0.331421188283087,-1.06152629008725,-38.8159880849324,0.126,-0.318457887026176,-0.60649981382707
C68,0.444,0.414,0.482,0.452,0.197487321171662,-1.08621682383953,-26.5293520014504,0.068,-0.325865047151859,-0.757981485755726
C69,0.388,0.298,0.516,0.43,-0.577085983411537,-1.70604298853498,-143.860224559675,0.218,-0.511812896560494,-1.30782022326977
C70,0.408,0.344,0.428,0.4,0.247512949539696,-1.2153571170757,-30.5307032620678,0.084,-0.364607135122709,-0.71001635493181
C71,0.422,0.254,0.446,0.372,-0.831614051669793,-1.36388441591686,-82.8118501843765,0.192,-0.409165324775059,-0.853730414271923
C72,0.412,0.376,0.594,0.484,-0.476756618070558,-2.35491649391552,-180.486391036006,0.218,-0.706474948174658,-1.6407853730546
C73,0.372,0.35,0.414,0.38,-0.311684962513516,-2.44992763096801,-59.7381896465893,0.064,-0.734978289290403,-1.81024817110877
C74,0.412,0.376,0.43,0.408,-0.0778270384875775,-2.57831640131415,-53.1235478844308,0.054,-0.773494920394244,-1.8972695673011
C75,0.372,0.348,0.402,0.376,-0.674771181043907,-2.43487240761201,-48.343529219478,0.054,-0.730461722283603,-1.72655461498136
C76,0.384,0.36,0.43,0.392,0.0282967563003283,-2.08954099500674,-52.0790232565727,0.07,-0.626862298502021,-1.4466395349048
C77,0.38,0.364,0.39,0.38,0.561475131623319,-0.374588719866818,-4.47706859958992,0.026,-0.112376615960045,-0.319790614256423
C78,0.374,0.346,0.4,0.374,-0.0603384654501269,-0.948695097440147,-19.9638848094938,0.054,-0.284608529232044,-0.712995886053351
C79,0.352,0.334,0.46,0.394,-0.355837139748881,-1.93238766887846,-86.5878537658415,0.126,-0.579716300663538,-1.35293521509127
C80,0.412,0.398,0.432,0.414,1.1909448335313,-0.834122713200495,-11.1352633562787,0.034,-0.250236813960149,-0.618625742015484
CA0,0.348,0.216,0.488,0.346,-1.12802555480492,-1.65406923945579,-145.105412178132,0.272,-0.496220771836738,-1.05916359254111
CA1,0.282,0.266,0.33,0.296,-0.646470905619239,-1.58151150574286,-42.0580618133676,0.064,-0.474453451722858,-1.2744867216172
CA2,0.36,0.304,0.386,0.348,-0.287164080167403,-1.42461475991863,-46.6362984350796,0.082,-0.427384427975588,-1.11038805797808
CE0,0.324,0.288,0.35,0.322,0.171574288522645,-0.528020318135107,-12.7448411582419,0.062,-0.158406095440532,-0.39827628619506
CE1,0.27,0.222,0.358,0.284,-0.602564731975539,-1.84423453421286,-94.2255323687974,0.136,-0.553270360263857,-1.36558742563475
CE2,0.382,0.346,0.392,0.376,0.4221416316984,-0.450531396922947,-8.61200639643506,0.046,-0.135159419076884,-0.358833599851461
CE3,0.35,0.214,0.39,0.308,-0.595869984701827,-1.17470066473165,-74.2147230145436,0.176,-0.352410199419494,-0.833873292298243
CE4,0.404,0.382,0.424,0.406,-0.0737794983850506,-1.44566384057357,-24.0963479967734,0.042,-0.43369915217207,-1.09528854530788
CE6,0.362,0.31,0.41,0.368,-0.724232487923198,-2.59390694877617,-83.1330393966972,0.1,-0.778172084632851,-1.63005959601367
CE7,0.364,0.244,0.404,0.336,-2.36979500281407,-4.34678616882069,-250.561864448908,0.16,-1.30403585064621,-3.09335635122108
CE8,0.346,0.33,0.382,0.354,0.32532557548355,-0.971335999466803,-20.1458880549612,0.052,-0.291400799840041,-0.746144002035599
CE9,0.37,0.27,0.4,0.352,-0.331894467293883,-1.09365416440487,-42.412893570916,0.13,-0.328096249321462,-0.642619599559334
CF0,0.412,0.23,0.522,0.376,-1.4658199753551,-2.10674403938726,-198.598856527732,0.292,-0.632023211816179,-1.35101262944036
CF1,0.404,0.276,0.476,0.382,-2.20945122353935,-3.42536822841918,-239.148448851549,0.2,-1.02761046852576,-2.36780642427277
CF2,0.316,0.288,0.408,0.342,-0.569279418053518,-1.57574240255443,-63.1717379217523,0.12,-0.472722720766329,-1.03560226101233
CI0,0.342,0.264,0.396,0.332,-2.58910689527114,-5.59165327908402,-284.64574697758,0.132,-1.67749598372521,-4.24844398473999
CI1,0.34,0.246,0.434,0.338,-2.20192718369959,-3.84419735745778,-219.637705425947,0.188,-1.15325920723734,-2.31197584658892
