vpNames,peakLat,onset,offset,areaLat,mean,peakAmp,area,width,baseline,meanAmp
C27,0.266,0.198,0.316,0.256,-1.2022881969449,-3.34379492363637,-144.044339036441,0.118,-1.00313847709091,-2.40073898394068
C29,0.362,0.318,0.392,0.358,-0.151210009438489,-0.682741073378204,-20.1495140701658,0.074,-0.204822322013461,-0.53025037026752
C51,0.412,0.382,0.464,0.42,-0.0256049294855037,-0.904849340943431,-26.5746668146345,0.082,-0.271454802283029,-0.632730162253201
C52,0.444,0.402,0.464,0.438,0.173911519140997,-0.763910500877606,-18.4892672713629,0.062,-0.229173150263282,-0.57778960223009
C53,0.302,0.272,0.366,0.32,-1.55006024752814,-3.25825772966159,-111.376404426983,0.094,-0.977477318898476,-2.32034175889547
C54,0.314,0.27,0.432,0.352,-0.765371880459146,-1.32731959916118,-77.192040759672,0.162,-0.398195879748355,-0.941366350727707
C56,0.296,0.272,0.35,0.306,-0.71107798046561,-1.90020715012765,-53.251133113956,0.078,-0.570062145038295,-1.3312783278489
C57,0.276,0.256,0.302,0.278,-0.2139986875336,-1.88036346663811,-32.5061755144198,0.046,-0.564109039991433,-1.35442397976749
C58,0.336,0.288,0.476,0.366,0.00225355646934862,-0.918793858188153,-53.6446156958338,0.188,-0.275638157456446,-0.564680165219303
C59,0.432,0.394,0.488,0.44,-1.14392892611323,-2.64854973450656,-89.8837280168107,0.094,-0.794564920351968,-1.87257766701689
C60,0.39,0.292,0.482,0.386,-1.57012918789119,-3.01231764188655,-174.358297839052,0.19,-0.903695292565965,-1.81623226915679
C61,0.418,0.402,0.468,0.432,0.470431785805958,-0.971435090228393,-24.7156219422546,0.066,-0.291430527068518,-0.726930057125137
C62,0.392,0.358,0.476,0.418,-0.351007262442348,-2.17996188204589,-101.998225247296,0.118,-0.653988564613767,-1.69997042078827
C63,0.358,0.334,0.504,0.422,0.103195651366782,-1.77943372716918,-119.568043206396,0.17,-0.533830118150753,-1.39032608379531
C64,0.394,0.354,0.442,0.404,-1.40318721913622,-2.88258012785854,-96.5850439611653,0.088,-0.864774038357562,-2.14633431024812
C65,0.422,0.414,0.43,0.424,0.819202684971194,-0.0908290118733075,-1.05432068580586,0.016,-0.0272487035619923,-0.117146742867317
C66,0.422,0.38,0.62,0.5,0.103294511298116,-1.21432191091659,-158.141226738437,0.24,-0.364296573274976,-1.30695228709452
C67,0.308,0.288,0.388,0.336,-0.201891523815724,-1.05683159055811,-41.39775126002,0.1,-0.317049477167433,-0.811720612941569
C68,0.354,0.312,0.514,0.41,-0.391940690058295,-1.22839546419353,-90.6385816603335,0.202,-0.368518639258058,-0.888613545689544
C69,0.38,0.304,0.486,0.392,-0.258338156934016,-1.79362818655324,-100.327443186935,0.182,-0.538088455965973,-1.09051568681451
C70,0.356,0.34,0.458,0.392,0.132177285571243,-1.54002522646537,-61.6736216525317,0.118,-0.462007567939611,-1.02789369420886
C71,0.392,0.264,0.504,0.384,-1.19938469424969,-1.93903528959677,-144.75150063536,0.24,-0.58171058687903,-1.19629339368066
C72,0.398,0.366,0.432,0.4,0.0876626294893093,-1.82667592587663,-40.4673762216041,0.066,-0.548002777762988,-1.19021694769424
C73,0.368,0.334,0.398,0.368,-0.360869977411946,-0.968438487350737,-24.2169685032261,0.064,-0.290531546205221,-0.733847530400793
C74,0.38,0.372,0.39,0.382,0.517223681278558,-0.0955782118417655,-1.05426349457855,0.018,-0.0286734635525297,-0.105426349457855
C75,0.448,0.43,0.484,0.454,-0.0769784529271095,-2.35980401753475,-45.3419822308845,0.054,-0.707941205260427,-1.61935650824587
C76,0.4,0.366,0.438,0.404,0.579143669769525,-1.05366837546572,-29.5140749027125,0.072,-0.316100512639717,-0.797677700073309
C77,0.358,0.34,0.382,0.362,0.501094727196146,-1.51081235332687,-21.4323453013056,0.042,-0.453243705998061,-0.974197513695709
C78,0.374,0.354,0.478,0.406,0.0897747257016679,-0.76300105868761,-29.6413700820806,0.124,-0.228900317606283,-0.470497937810804
C79,0.402,0.374,0.442,0.41,-0.725074389930096,-2.58953582841119,-64.4752002139859,0.068,-0.776860748523357,-1.84214857754245
C80,0.418,0.41,0.432,0.42,1.41658822377075,-0.098287558565191,-1.11321077577103,0.022,-0.0294862675695573,-0.091467310483144
CA0,0.412,0.206,0.452,0.342,-0.903481302744182,-1.27566142115622,-103.559334853558,0.246,-0.382698426346866,-0.835155926238368
CA1,0.308,0.264,0.396,0.322,-0.454501217809355,-0.978815543994184,-47.1689195168416,0.132,-0.293644663198255,-0.704013724131965
CA2,0.342,0.298,0.372,0.338,-0.483774633343948,-1.71648135803686,-46.5837797172801,0.074,-0.514944407411057,-1.22588893992842
CE0,0.256,0.212,0.276,0.252,0.114149039783058,-0.651271100555627,-14.1444234732393,0.064,-0.195381330166688,-0.428618893128465
CE1,0.264,0.21,0.384,0.286,-0.687649464520405,-1.52005704500494,-93.5271728432567,0.174,-0.456017113501482,-1.06280878230973
CE2,0.366,0.354,0.38,0.368,0.309326299245888,-0.357231708229518,-4.01373867584636,0.026,-0.107169512468855,-0.286126586867341
CE3,0.362,0.22,0.442,0.336,-1.11256814982587,-1.71809850823086,-127.185904357067,0.222,-0.515429552469259,-1.13558843175953
CE4,0.426,0.24,0.572,0.42,-1.21487258227372,-1.69320637727439,-195.784563213767,0.332,-0.507961913182317,-1.17236265397465
CE6,0.37,0.346,0.436,0.384,-0.56593505447958,-2.75575513156991,-83.9613742049432,0.09,-0.826726539470973,-1.82524726532485
CE7,0.364,0.24,0.416,0.336,-0.932542090166806,-1.73112652198245,-111.737866817758,0.176,-0.519337956594736,-1.25548164963773
CE8,0.346,0.33,0.374,0.35,0.276883855275702,-0.817517525025311,-13.6452663363529,0.044,-0.245255257507593,-0.593272449406649
CE9,0.286,0.262,0.374,0.318,-0.0939899984996048,-0.576139871657176,-27.3339711632109,0.112,-0.172841961497153,-0.479543353740542
CF0,0.38,0.24,0.44,0.344,-1.79588593578522,-2.19339611134164,-183.65032416576,0.2,-0.658018833402491,-1.81832004124515
CF1,0.382,0.254,0.464,0.36,-2.24529076570511,-3.18093614857302,-232.803416500238,0.21,-0.954280844571907,-2.19625864622866
CF2,0.336,0.3,0.372,0.338,-0.497987393690703,-1.90424244859849,-48.9982866599036,0.072,-0.571272734579547,-1.32427801783523
CI0,0.276,0.208,0.404,0.31,-2.15165320362421,-3.84661063086543,-246.476369252141,0.196,-1.15398318925963,-2.48966029547617
CI1,0.286,0.244,0.34,0.292,-0.770968107405851,-2.05398952454477,-67.0049751213636,0.096,-0.616196857363432,-1.36744847186456
CI2,0.278,0.148,0.446,0.28,-1.90365490218529,-2.88148341597862,-320.606403182033,0.298,-0.864445024793587,-2.13737602121355
CI3,0.262,0.256,0.302,0.282,0.848968405569797,-0.212415985328432,-5.10193092876669,0.046,-0.0637247955985298,-0.210095354828658
CI4,0.302,0.278,0.388,0.32,-0.370514774813617,-0.893828697909679,-28.5772898783442,0.11,-0.268148609372904,-0.510308747827575
CI5,0.308,0.298,0.326,0.312,0.193223140006263,-0.26781497002247,-3.47031724735997,0.028,-0.0803444910067411,-0.231354483157331
CI6,0.284,0.226,0.406,0.32,-1.79139162979394,-2.71646595091006,-183.247347878476,0.18,-0.814939785273018,-2.01370711954369
CI7,0.286,0.256,0.302,0.282,-0.344550070419104,-1.8669250621793,-36.4896660375827,0.046,-0.56007751865379,-1.52040275156595
CI8,0.314,0.282,0.358,0.322,-0.183756926878471,-1.28171509305466,-35.9403077750685,0.076,-0.384514527916398,-0.921546353206884
CI9,0.27,0.15,0.294,0.242,-0.535856887606755,-2.27565112578707,-104.434227937251,0.144,-0.682695337736121,-1.43060586215412
CJ0,0.296,0.296,0.296,NaN,0.874458154417809,0.432612904818769,-0,0,0.129783871445631,0.259239816100206
CJ1,0.266,0.244,0.39,0.316,-0.57849697988607,-0.796566741411672,-48.4578094875814,0.146,-0.238970022423502,-0.654835263345693
CJ2,0.356,0.236,0.438,0.344,-0.884496889796498,-1.30068614203499,-92.3613773359568,0.202,-0.390205842610496,-0.905503699372125
CJ3,0.362,0.162,0.432,0.324,-1.96861621924001,-3.1358652647319,-264.256384510154,0.27,-0.940759579419571,-1.94306165080996
CJ4,0.3,0.278,0.338,0.31,0.804472253869956,-1.1769096402485,-28.9131434280305,0.06,-0.353072892074549,-0.932682046065501
CJ5,0.3,0.258,0.406,0.318,-1.01139196763883,-2.33260021973121,-106.673539724414,0.148,-0.699780065919362,-1.42231386299219
CJ6,0.338,0.264,0.448,0.344,-1.26807164807544,-2.0030035118797,-128.414756684165,0.184,-0.600901053563911,-1.3808038353136
CJ7,0.384,0.284,0.406,0.36,-0.535022043900897,-0.96806495003634,-37.4380635258578,0.122,-0.290419485010902,-0.60383973428803
CM0,0.37,0.35,0.402,0.374,0.54531167611045,-1.33230465214677,-25.8771293152553,0.052,-0.399691395644032,-0.958412196861308
CM1,0.286,0.25,0.33,0.292,-0.694023492299573,-1.37608412171092,-37.2171050386724,0.08,-0.412825236513277,-0.907734269235913
CM2,0.386,0.226,0.432,0.344,-0.799051495702535,-1.2739101279185,-94.4258624629754,0.206,-0.382173038375549,-0.907940985220917
CM3,0.304,0.264,0.376,0.322,-0.337278834432816,-0.804197359647668,-37.4889387322368,0.112,-0.241259207894301,-0.657700679512925
CM4,0.296,0.236,0.42,0.312,-2.23100406073647,-3.83000205070058,-226.041865299097,0.184,-1.14900061521018,-2.43055769138813
CM5,0.302,0.234,0.364,0.3,-0.424848110508106,-1.45614780074725,-68.8656212671432,0.13,-0.436844340224176,-1.04341850404762
CM6,0.306,0.21,0.402,0.308,-2.34401645898244,-4.30076087824602,-274.232242530133,0.192,-1.29022826347381,-2.82713652092921
CM8,0.404,0.36,0.482,0.424,-0.729544472985926,-1.22594613394009,-53.7888907355761,0.122,-0.367783840182026,-0.867562753799615
CM9,0.402,0.366,0.454,0.412,-1.44537625880939,-2.94327253521242,-94.7214824160732,0.088,-0.882981760563727,-2.10492183146829
CN0,0.308,0.232,0.344,0.294,-1.02571233722415,-3.4374199055386,-134.541588273687,0.112,-1.03122597166158,-2.36037874164364
CN1,0.448,0.434,0.458,0.45,0.654522484261622,-0.196165971961221,-2.18185392084648,0.024,-0.0588497915883664,-0.166835155801285
CN2,0.384,0.362,0.426,0.394,-0.107418212281761,-1.18531078077767,-31.293464847762,0.064,-0.3555932342333,-0.948286813568546
CN3,0.266,0.248,0.448,0.342,-1.05547088532544,-1.51319804385824,-106.490802282435,0.2,-0.453959413157472,-1.05436437903401
CN4,0.286,0.24,0.37,0.298,-1.30629941953757,-3.09710093082904,-138.915505072381,0.13,-0.929130279248713,-2.10478037988457
CN5,0.376,0.222,0.422,0.346,-2.00079824070858,-3.72990379213393,-233.002039038957,0.2,-1.11897113764018,-2.30695088157383
CQ0,0.282,0.274,0.284,0.282,0.257091116004088,-0.0218108154358417,-0.380598530424493,0.01,-0.0065432446307525,-0.0634330884040822
CU0,0.274,0.232,0.554,0.37,-1.8151992396932,-2.38647946103416,-254.51919448578,0.322,-0.715943838310249,-1.57110613880111
CU1,0.33,0.308,0.346,0.332,-0.142325891010451,-0.599504495432915,-8.41875915176409,0.038,-0.179851348629874,-0.420937957588205
CU2,0.402,0.392,0.418,0.406,0.480083333842744,-0.0806211124836071,-0.998131327367072,0.026,-0.0241863337450821,-0.0712950948119337
CU3,0.354,0.322,0.404,0.364,-0.148459842294884,-1.08270107967381,-30.0227181076886,0.082,-0.324810323902144,-0.714826621611634
CU4,0.386,0.276,0.468,0.378,-1.13044107879469,-1.96162344857327,-122.734455687339,0.192,-0.588487034571982,-1.26530366687978
CU5,0.426,0.342,0.542,0.44,-0.908128394837837,-2.2603172419732,-124.683131105657,0.2,-0.678095172591959,-1.23448644659067
