vpNames,peakLat,onset,offset,areaLat,mean,peakAmp,area,width,baseline,meanAmp
C27,0.278,0.186,0.304,0.25,-0.509171748238811,-2.37647714244275,-116.40124368701,0.118,-0.712943142732826,-1.94002072811684
C29,0.446,0.38,0.478,0.44,-0.0042187876458122,-1.08525887093273,-32.5364528442975,0.098,-0.325577661279819,-0.650729056885949
C51,0.412,0.366,0.47,0.42,-0.621726516847507,-1.26326124409886,-56.9716659073486,0.104,-0.378978373229659,-1.07493709259148
C52,0.414,0.396,0.462,0.43,0.100271453195096,-0.673085501929148,-17.558527016791,0.066,-0.201925650578745,-0.516427265199734
C53,0.304,0.246,0.386,0.308,-1.7022870433507,-2.74573559513825,-134.041813742712,0.14,-0.823720678541475,-1.88791286961566
C54,0.372,0.334,0.456,0.386,-1.46437964715835,-2.24056624242158,-93.9935657400511,0.122,-0.672169872726473,-1.51602525387179
C56,0.298,0.276,0.34,0.304,-0.378050483028296,-1.7361153619637,-38.8839299800936,0.064,-0.52083460858911,-1.17830090848768
C57,0.282,0.266,0.308,0.286,0.228837239664966,-0.826729780614434,-13.8732595090008,0.042,-0.24801893418433,-0.630602704954581
C58,0.36,0.286,0.39,0.346,-1.0218822697133,-2.306822522664,-86.6248042202315,0.104,-0.692046756799199,-1.63443026830626
C59,0.354,0.302,0.38,0.346,-0.916272918783268,-1.72681617541324,-49.1512444012543,0.078,-0.518044852623973,-1.22878111003136
C60,0.372,0.314,0.438,0.378,-0.877999407404746,-2.26405360998272,-98.4222316008397,0.124,-0.679216082994817,-1.56225764445777
C61,0.442,0.406,0.458,0.436,0.735842683141021,-0.527360401291673,-11.0704694766948,0.052,-0.158208120387502,-0.410017388025735
C62,0.428,0.38,0.502,0.44,-0.066320508280585,-1.31179381399788,-60.2960336212569,0.122,-0.393538144199364,-0.972516671310597
C63,0.342,0.32,0.358,0.342,0.252411836240906,-1.41902461515328,-21.1099859794424,0.038,-0.425707384545985,-1.05549929897212
C64,0.414,0.38,0.454,0.418,-0.52171429849249,-1.95327962599102,-49.8916796912776,0.074,-0.585983887797306,-1.31293893924415
C65,0.424,0.374,0.454,0.416,0.612263275203668,-0.828604161535249,-26.913740120501,0.08,-0.248581248460575,-0.656432685865878
C66,0.406,0.376,0.612,0.5,0.0309194788481236,-1.65121790132758,-198.786638314793,0.236,-0.495365370398275,-1.67047595222515
C67,0.338,0.282,0.372,0.332,-1.08897129028727,-2.84022001884186,-89.5911998961311,0.09,-0.852066005652558,-1.94763478035068
C68,0.428,0.342,0.472,0.418,-0.170946385512425,-1.00756549215471,-45.3920699742403,0.13,-0.302269647646414,-0.687758635973338
C69,0.328,0.312,0.346,0.33,0.740787447013457,-0.836350781537194,-12.1524721263837,0.034,-0.250905234461158,-0.675137340354652
C70,0.416,0.388,0.424,0.414,0.921387258208537,-0.2159255839362,-3.26342435615106,0.036,-0.0647776751808601,-0.17175917663953
C71,0.336,0.26,0.432,0.342,-0.934882747463341,-1.39987789757217,-94.3513830669349,0.172,-0.419963369271652,-1.08449865594178
C72,0.442,0.332,0.578,0.448,-0.906184842440969,-2.46065975538392,-190.672734652663,0.246,-0.738197926615175,-1.53768334397309
C73,0.404,0.356,0.464,0.408,-0.0728427128528891,-2.97820230806334,-107.282363563342,0.108,-0.893460692419001,-1.9505884284244
C74,0.422,0.404,0.44,0.424,0.469128018763212,-0.9949770404043,-14.832665832323,0.036,-0.29849311212129,-0.780666622753842
C75,0.36,0.33,0.392,0.362,-0.0633599867607087,-1.0060547279193,-24.078724796702,0.062,-0.301816418375789,-0.752460149896936
C76,0.39,0.36,0.434,0.398,-0.447839471430696,-2.46030679763925,-69.1661803157893,0.074,-0.738092039291776,-1.82016263988919
C77,0.358,0.334,0.388,0.36,0.72598009602569,-0.353523233806405,-6.36002606403164,0.054,-0.106056970141921,-0.22714378800113
C78,0.382,0.36,0.454,0.402,0.0491813632804651,-0.362935886000749,-11.0736229940871,0.094,-0.108880765800225,-0.230700479043481
C79,0.276,0.25,0.31,0.282,-1.27600332545278,-2.33850547393432,-53.2989095117091,0.06,-0.701551642180296,-1.71931966166803
C80,0.33,0.33,0.33,NaN,1.7668436219665,2.32018687692859,-0,0,0.696056063078576,2.28910155433835
CA0,0.432,0.386,0.458,0.43,-0.297143557126788,-0.986681641363363,-23.0046833978745,0.072,-0.296004492409009,-0.621748199942554
CA1,0.314,0.278,0.394,0.326,-0.95153652180654,-2.11202537298422,-76.6575602275514,0.116,-0.633607611895267,-1.29928068182291
CA2,0.324,0.288,0.348,0.322,-0.217084742505715,-1.28434241989965,-27.9845385678587,0.06,-0.385302725969894,-0.902727050576086
CE0,0.346,0.326,0.384,0.348,0.706012604986252,0.356222070438661,-0,0,0.106866621131598,0.461391261318393
CE1,0.3,0.21,0.346,0.274,-0.157215219465514,-1.01400083812506,-64.8514280842946,0.136,-0.304200251437518,-0.939875769337602
CE2,0.28,0.26,0.39,0.316,-0.732278614757258,-1.76296487118538,-70.923146891886,0.13,-0.528889461355615,-1.07459313472554
CE3,0.362,0.334,0.422,0.372,-0.606837730554222,-2.34446531018039,-66.2293610565624,0.088,-0.703339593054116,-1.47176357903472
CE4,0.352,0.336,0.416,0.374,0.0448681319674814,-0.876456558901637,-28.0318310934615,0.08,-0.262936967670491,-0.683703197401501
CE6,0.39,0.342,0.416,0.384,-0.464342053330517,-2.69038276049547,-74.4422637930405,0.074,-0.807114828148642,-1.95900694192212
CE7,0.38,0.262,0.404,0.342,-0.665362905028038,-1.61635035771612,-78.9878450936986,0.142,-0.484905107314837,-1.09705340407915
CE8,0.354,0.348,0.366,0.358,0.508820791593694,-0.159703930099201,-1.79972943079522,0.018,-0.0479111790297603,-0.178221382949775
